ID,VisaType,VisaEntry,Consulate,Major,Status,CheckDate,CompleteDate,WaitingDays,Comments
simpleweal,H1,New,BeiJing,Biochemistry,Clear,2009-02-17,2009-04-29,71,
Leo,L1,New,GuangZhou,CS,Clear,2009-02-18,2009-05-04,75,
Leo82,F1,Renewal,BeiJing,BME,Clear,2009-02-18,2009-04-13,54,
agile,B1,New,Others,Material Physics &amp; Physic,Pending,2009-02-19,,3685,
magicgenome,J1,New,BeiJing,bio,Clear,2009-02-19,2009-04-14,54,
magicxt,J1,New,BeiJing,Automation,Clear,2009-02-19,2009-04-14,54,
ltx00000,J1,New,BeiJing,chemistry,Clear,2009-02-19,2009-04-14,54,
zwyk,H1,Renewal,ShangHai,Biomedicine,Clear,2009-02-19,2009-05-06,76, bless us! All in God's hand.
ingott,B1,New,Others,Computer Science,Clear,2009-02-19,2009-05-26,96,
911xx,H1,New,ShangHai,BIOCHEM,Clear,2009-02-20,2009-05-02,71,
cxlpumc,H1,New,BeiJing,medicine,Clear,2009-02-23,2009-03-23,28,
feifei,J1,New,BeiJing,BME,Clear,2009-02-24,2009-04-09,44,
DragonNew,H1,New,BeiJing,Microbiology,Clear,2009-02-24,2009-05-26,91,
boltoph,J1,New,Others,Physics,Clear,2009-02-25,2009-04-28,62,
ZnPMg,B1,New,Others,chemical engineering,Clear,2009-02-25,2009-05-18,82,
emsfly,J1,New,ShangHai,developmental biology,Clear,2009-02-25,2009-03-13,16,
hkc593,F1,Renewal,Vancouver ,CS,Clear,2009-02-25,2009-03-18,21,
Isiss,B1,New,BeiJing,EE,Clear,2009-02-25,2009-05-15,79,
weiwei,J2,,ChengDu,physics,Clear,2009-02-26,2009-03-19,21,
jefferson,J1,New,BeiJing,molecular biology,Clear,2009-02-26,2009-03-13,15,
ALBERT,J1,New,ShangHai,reservoir engineering,Clear,2009-02-26,2009-03-13,15,
uchinaboy,F1,New,BeiJing,Health Informatics,Clear,2009-02-27,2009-03-13,14,
huoya,J1,New,ShangHai,pharm eng,Clear,2009-02-27,2009-03-11,12,
daisy,F1,New,ShenYang,N/A,Clear,2009-02-27,2009-03-10,11,
pingnano,J1,New,ShenYang,Chemistry,Clear,2009-02-27,2009-03-12,13,
jouyang2002,H1,Renewal,Others,Materials Science,Clear,2009-03-01,2009-05-08,68,
salina,F1,New,ShangHai,cs,Clear,2009-03-01,2009-04-14,44,
nona,F1,New,ShangHai,EE,Clear,2009-03-02,2009-03-11,9,
billyjackson,B1,New,Europe,Computer Science,Clear,2009-03-03,2009-05-13,71,
pkuwen,B1,New,ShangHai,Toxicology,Clear,2009-03-04,2009-05-15,72,
-,J1,New,ShangHai,Mechanical Engineering,Clear,2009-03-04,2009-04-02,29,
liz830529,B2,New,ShangHai,bio,Clear,2009-03-04,2009-05-14,71,
jjjc,J1,New,ShangHai,Bio ,Clear,2009-03-04,2009-03-11,7,
HEWU,J1,New,ShangHai,EE,Clear,2009-03-04,2009-03-20,16,
HEWU,J2,New,ShangHai,N/A,Clear,2009-03-04,2009-03-20,16,
bearjie,J1,New,ChengDu,materials physics an,Clear,2009-03-05,2009-03-30,25,
370687198302160,J1,,ChengDu,Materials Physics and Che,Clear,2009-03-05,2009-03-27,22,
heu202,H1,Renewal,Others,Mechanical Engineering,Clear,2009-03-05,2009-05-13,69,
zeleehom,F1,New,BeiJing,chemistry,Clear,2009-03-05,2009-03-28,23,ģףҺ
liuneon,L1,New,ShangHai,N/A,Clear,2009-03-05,2009-05-15,71,
mmd,B1,New,Europe,Computer Science,Clear,2009-03-05,2009-05-22,78,
leftbank,L1,New,GuangZhou,EE,Clear,2009-03-05,2009-09-16,195,κγpendingϢԭ˵16ҵ
yaolihuaxqp,J1,New,GuangZhou,neurophysiology,Clear,2009-03-06,2009-03-27,21,
ufile,B2,Renewal,Toronto ,Biochemistry,Clear,2009-03-06,2009-05-13,68,
sarlett,B1,New,Others,,Clear,2009-03-06,2009-05-12,67,
yenannan,H1,New,ShenYang,chemistry,Clear,2009-03-06,2009-05-15,70,
150102196305061,J1,New,BeiJing,chemical engineering,Clear,2009-03-06,2009-07-30,146,
5,F1,New,GuangZhou,N/A,Clear,2009-03-09,2009-03-13,4,
LAF1126,F2,Renewal,GuangZhou,chemistry,Clear,2009-03-09,2009-04-09,31,
sllswd,F1,Renewal,ShangHai,EE,Clear,2009-03-09,2009-04-01,23,
singapore,B1,New,Others,bioinformatics,Clear,2009-03-09,2009-05-15,67,
spencer,B1,,GuangZhou,CS,Pending,2009-03-10,,3666,
shannon,F1,New,ShangHai,Microsystem,Clear,2009-03-10,2009-03-31,21,
bbsid,J1,New,ShangHai,Physical Chemistry,Clear,2009-03-11,2009-03-31,20,
TIANL,J2,New,Others,N/A,Clear,2009-03-11,2009-04-03,23,
sltong,J1,New,ShangHai,biology,Clear,2009-03-11,2009-03-30,19,
txj1012,H1,New,ChengDu,biology,Clear,2009-03-11,2009-05-19,69,
lilikiu,J1,New,BeiJing,biology,Clear,2009-03-11,2009-06-10,91,
jerryhh,H1,New,ShangHai,structure biology,Clear,2009-03-12,2009-05-29,78,
kinglion4CN,H1,New,Others,Science,Pending,2009-03-12,,3664,
ecer,J1,New,BeiJing,chemistry,Clear,2009-03-12,2009-04-01,20,
eaglewest,J1,New,BeiJing,ME,Clear,2009-03-12,2009-05-08,57,
zyz,F1,New,BeiJing,MAE,Clear,2009-03-12,2009-04-21,40,
mao,J1,Renewal,ChengDu,N/A,Clear,2009-03-12,2009-04-03,22,
qjliu,B2,New,BeiJing,Physics Engineering,Clear,2009-03-12,2009-05-27,76,
johnson21,H1,New,BeiJing,Materials Science,Clear,2009-03-12,2009-05-18,67,
johnson21family,H4,New,BeiJing,N/A,Clear,2009-03-12,2009-05-18,67,
ywu,B1,New,Others,CS,Clear,2009-03-13,2009-05-20,68,
1234,H1,New,BeiJing,Biochemistry,Clear,2009-03-13,2009-05-23,71,
SHVacation,H1,New,ShangHai,Chemical Engineering,Clear,2009-03-16,2009-05-19,64,
dabao,H1,Renewal,ShangHai,Chemistry,Clear,2009-03-16,2009-05-20,65,t got a call from Shanghai office.
baobao,H1,New,ShangHai,ME,Clear,2009-03-16,2009-05-20,65,
pot,H1,New,ShangHai,Pharma Sci,Pending,2009-03-16,,3660,
blablabla,B2,New,BeiJing,MBA,Pending,2009-03-16,,3660,
yjwei,J1,New,ShenYang,Aerospace Engineering,Clear,2009-03-16,2009-05-26,71,
redocean,B1,New,BeiJing,business mgt,Clear,2009-03-16,2009-04-10,25,
none,B2,New,BeiJing,Chemistry,Pending,2009-03-16,,3660,ired professor from University of National Defense Technology. Field: Chemistry.
anan,H1,New,Others,CS,Clear,2009-03-16,2009-03-30,14,
checking,H1,New,Ottawa,CS,Clear,2009-03-16,2009-09-14,182,
harbiner,F2,New,BeiJing,EE,Clear,2009-03-17,2009-04-16,30, time.
opalyang,B1,New,Others,EE,Clear,2009-03-18,2009-05-19,62,ctly 9 weeks.
sunnycq,J1,New,BeiJing,biology,Clear,2009-03-19,2009-04-29,41,
Mikening,J1,New,BeiJing,Physics,Clear,2009-03-19,2009-04-29,41,
londonusavisa,B1,New,Others,EE,Clear,2009-03-19,2009-05-20,62,"ified on 22 May, and received passport on 3 Jun. "
wangcapital,J1,New,GuangZhou,pathology,Clear,2009-03-20,2009-04-16,27,
stm,F1,Renewal,Others,Chem Eng,Clear,2009-03-20,2009-05-04,45,
yhchen4,J1,New,BeiJing,CS,Clear,2009-03-20,2009-04-29,40,
wuhong,B1,New,ShenYang,Supercuducting technology,Clear,2009-03-20,2009-06-01,73,
carol,F1,New,BeiJing,CS,Clear,2009-03-20,2009-04-29,40,
daysunny,J1,Renewal,BeiJing,N/A,Clear,2009-03-20,2009-04-29,40,
baiseliao,J1,New,ShangHai,CS,Clear,2009-03-20,2009-04-29,40,
lijun,J1,New,ChengDu,Biology,Clear,2009-03-20,2009-05-08,49,ףԸҶˣ
lava2000,B1,New,GuangZhou,Physics,Clear,2009-03-23,2009-06-16,85,
leeaoran,B2,New,BeiJing,bioinformatics,Clear,2009-03-23,2009-05-22,60,
Tiantian,F2,New,BeiJing,CS,Clear,2009-03-23,2009-05-04,42,
Fu Hao,J1,New,ChengDu,ME,Clear,2009-03-23,2009-05-05,43,
redhooligan,B1,New,BeiJing,N/A,Clear,2009-03-23,2009-05-29,67,"cked, business trip for international conference"
ferrer,B1,New,ShangHai,Control science,Clear,2009-03-23,2009-05-30,68,
chrisyl,B1,New,BeiJing,Microelectronics,Clear,2009-03-24,2009-05-21,58,
chy121,J2,New,BeiJing,CE,Clear,2009-03-24,2009-05-04,41,
qevan,B1,New,Others,Computer Science,Clear,2009-03-24,2009-05-28,65,"Singapore.

"
julia.sun,H1,Renewal,Montreal ,Materials Science and eng,Clear,2009-03-25,2009-05-20,56,
yli24,B2,New,ChengDu,chem,Clear,2009-03-26,2009-06-03,69,
OrGun,J1,New,ShenYang,EE,Clear,2009-03-26,2009-05-06,41,
gpan,J1,Renewal,ShangHai,Computer Science,Clear,2009-03-26,2009-05-02,37,
vered,B1,New,ChengDu,biology,Clear,2009-03-26,2009-05-29,64,
wiley,H1,Renewal,ShangHai,Physics,Clear,2009-03-26,2009-05-27,62,
cjwbhu,F2,New,GuangZhou,finance,Clear,2009-03-27,2009-04-08,12,
xiaoqin,J2,New,BeiJing,cs,Clear,2009-03-27,2009-04-30,34,
windreed,H1,New,ShenYang,Neurology,Clear,2009-03-27,2009-05-30,64,
albert,J1,Renewal,ShangHai,N/A,Clear,2009-03-27,2009-05-06,40, issue date of visa was 29 Apr.. The mail delivery date was 5 May. 
exile330,L2,New,BeiJing,N/A,Clear,2009-03-27,2009-04-09,13,
sy2009,H1,Renewal,ShenYang,chemistry,Clear,2009-03-27,2009-05-27,61,
zhuangjin,H1,New,Others,Computer Science,Clear,2009-03-27,2009-05-27,61,
Cathy,J1,New,BeiJing,Pesticide Chemistry,Clear,2009-03-27,2009-04-30,34,
haha,H1,New,ShangHai,N/A,Pending,2009-03-29,,3647,
williamzwly,F1,New,ShangHai,Biomedical Informatics,Clear,2009-03-30,2009-04-30,31,
G33647221,J1,New,ChengDu,physical chemistry,Clear,2009-03-30,2009-05-12,43,
paulpaul,J1,New,ShenYang,Physical Chemistry ,Clear,2009-03-30,2009-05-10,41,arˣͨˣ˼µ̫ˣ
tkelsen,B1,Renewal,BeiJing,mechanical engineering,Clear,2009-03-30,2009-06-01,63,
tkelsen,B1,Renewal,BeiJing,mechanical engineering,Clear,2009-03-30,2009-06-01,63,
streamer,F1,New,ShangHai,ME,Clear,2009-03-30,2009-05-16,47," issue date is 13 May 2009,I got my visa on 16 May 2009
I report my check information on  :http://www7.nationalacademies.org/visas/Visa_Questionnaire.html 
and than ,several days later, I was clear,
perhaps this information help me.
Just do it,Please complete your Visa Questionnaire at:
http://www7.nationalacademies.org/visas/Visa_Questionnaire.html 
"
none123,H1,Renewal,BeiJing,ECE,Clear,2009-03-30,2009-05-29,60,
supertcxs,B2,New,ShenYang,N/A,Clear,2009-03-30,2009-06-01,63,
miazhang,J1,Renewal,Others,computer science,Clear,2009-03-31,2009-05-06,36,"ly in stupid Korea!~~

finally~~~"
vanillahill,H1,New,BeiJing,Biochemistry,Clear,2009-04-01,2009-05-29,58,
JoeJob,J1,New,ShangHai,Physics,Clear,2009-04-01,2009-05-05,34,
j1,J1,New,ShangHai,bioinfo,Clear,2009-04-01,2009-04-30,29,
ZSC,H1,Renewal,ChengDu,Biology,Clear,2009-04-01,2009-06-01,61,
tony815,F1,Renewal,ShangHai,Physics,Clear,2009-04-01,2009-05-04,33,and F2 combined application
number,H1,Renewal,ShangHai,engineering,Clear,2009-04-02,2009-05-29,57,"eived the passport on May 31, no email or phone notification."
cgydhw,J1,New,BeiJing,biotechnology,Clear,2009-04-02,2009-05-04,32,
momo,J1,New,ShangHai,ME,Clear,2009-04-02,2009-05-08,36,
happy_0,J1,New,BeiJing,chemistry,Clear,2009-04-02,2009-07-16,105,"˵£ãò࣬绰DOSGPENDINGأˣ
Bless you !"
zouyulong,J1,New,ShangHai,N/A,Clear,2009-04-02,2009-05-04,32,
SIMONY,L1,New,ShangHai,EE,Clear,2009-04-02,2009-05-29,57,
linzd,J1,New,BeiJing,materials,Clear,2009-04-03,2009-05-22,49,
mj,B1,New,BeiJing,Microelectronics,Clear,2009-04-03,2009-06-03,61,
jjtt,H1,New,ChengDu,BME,Clear,2009-04-07,2009-06-03,57,
fish,B1,New,BeiJing,CS,Clear,2009-04-07,2009-05-27,50,
refurbish,B1,New,Others,cs,Clear,2009-04-07,2009-06-02,56,
cjmm,J1,New,ShangHai,biology,Clear,2009-04-07,2009-05-11,34,
whitney,J1,New,BeiJing,Biology,Clear,2009-04-07,2009-05-07,30,
Fiona,F1,New,BeiJing,Business,Clear,2009-04-07,2009-04-14,7,
yp,B2,New,ChengDu,finance,Clear,2009-04-09,2009-06-02,54,
qzfigo,F2,New,GuangZhou,Biochemistry,Pending,2009-04-09,,3636,
zhuzz05,F1,New,BeiJing,ChE,Clear,2009-04-09,2009-05-06,27,
garyzhuzhu,L1,New,BeiJing,EE,Clear,2009-04-09,2009-05-29,50,
wff,J1,New,ShangHai,physics,Clear,2009-04-10,2009-05-29,49,
linda,J2,New,BeiJing,telecommunication and inf,Clear,2009-04-13,2009-04-28,15," a graduated student for PHD degree, major in wireless communication network,need background check "
fs,F1,New,BeiJing,Computer Science,Clear,2009-04-13,2009-04-28,15,
lavenderuc,F1,Renewal,ChengDu,information science,Clear,2009-04-13,2009-05-15,32,
Laudrup,B2,New,ChengDu,N/A,Clear,2009-04-13,2009-06-05,53,
cavalxu,H1,Renewal,ShangHai,Bioinformatics,Clear,2009-04-13,2009-05-28,45,
jiali328,H1,New,BeiJing,ChE,Clear,2009-04-13,2009-05-29,46,
kanuki,H1,New,Others,biochemistry,Clear,2009-04-14,2009-05-29,45,
yangzhang,B1,New,Others,N/A,Pending,2009-04-14,,3631,
ldm707,J2,New,BeiJing,mechanical design and the,Clear,2009-04-14,2009-05-04,20,
Hing,J1,New,GuangZhou,Cell Biology,Clear,2009-04-14,2009-04-28,14,
funmaking,J1,New,ShangHai,physical chemistry,Clear,2009-04-14,2009-04-28,14,"er about only two minutes' talking, she told us that we have to be checked because J1's major."
amerson,H4,New,Others,biochemistry,Clear,2009-04-14,2009-05-29,45,
Davidit,H1,New,ShangHai,Pharmacology,Clear,2009-04-14,2009-06-03,50,
zhazhe,H1,Renewal,ShangHai,EE,Clear,2009-04-15,2009-06-16,62,
ZiT,F1,New,BeiJing,Environmental Engineering,Clear,2009-04-15,2009-05-06,21,
nuanfeng,J1,New,BeiJing,physical chemistry,Clear,2009-04-15,2009-05-11,26,
zsyang921,J1,New,BeiJing,Biochemistry,Clear,2009-04-15,2009-05-08,23,
shuttle11,J1,New,BeiJing,Computer Science,Clear,2009-04-15,2009-05-08,23,
jiangdw,J1,New,BeiJing,Materials Science,Clear,2009-04-15,2009-05-08,23,
gg444,H4,New,BeiJing,biology,Clear,2009-04-15,2009-06-04,50,
hongyi,H1,Renewal,ShangHai,N/A,Pending,2009-04-15,,3630,
ssllff,H1,New,ChengDu,Genetics,Clear,2009-04-15,2009-06-19,65,
Hang,J1,New,Others,bioology,Clear,2009-04-15,2009-05-08,23," can get the information about your visa application status, please call the number: 1-202-663-1225, give them passport number and your name. good luck!"
titi,H1,Renewal,ChengDu,Chemistry,Clear,2009-04-15,2009-06-23,69,
jiafei,H1,Renewal,ShangHai,EE,Clear,2009-04-15,2009-05-29,44,
bart,F1,New,BeiJing,CS,Clear,2009-04-16,2009-05-11,25,
wait,B2,New,BeiJing,N/A,Clear,2009-04-16,2009-06-11,56,celled
flong,F1,New,ShenYang,Materials engineering,Pending,2009-04-16,,3629,"ond time application.
First time was denied after being checked for three months. Denial reason IN212(A)3(a)1.
Hope this time will be lucky enough."
dtx,F1,New,ChengDu,chemistry,Clear,2009-04-16,2009-06-11,56,
rainingmorning,H1,New,ShangHai,Chemical Engineering,Clear,2009-04-17,2009-06-03,47,
JS,B1,New,Others,Chemistry,Clear,2009-04-17,2009-06-02,46,"ed on previous travel history, should be granted a visa but need to submit CV and research summary. 


....Just missed my talk on the most important conference in the area..."
anzhen,H1,New,BeiJing,Biology,Clear,2009-04-20,2009-06-01,42,ed my and my supervisor's CV. I only have my boss's webpage printout. 
bbgky,J1,New,ChengDu,N/A,Pending,2009-04-20,,3625,
duedue,J1,New,ShangHai,Biology,Clear,2009-04-20,2009-05-12,22,
G32563650,F1,New,BeiJing,Bio,Clear,2009-04-20,2009-05-11,21,
Visa2009,F1,Renewal,BeiJing,Microbiology,Clear,2009-04-20,2009-05-18,28," email from embassy that I would receive my visa within 5 business days.
Good luck everyone"
gcer,F1,New,ChengDu,CS,Clear,2009-04-21,2009-06-02,42,
franc,F1,New,ChengDu,Artificial Intelligence,Clear,2009-04-21,2009-06-05,45,ter 
cherry,F1,New,ShenYang,chemistry,Clear,2009-04-22,2009-05-25,33,ue Date: 19 May2009
bigangela,F1,New,ShangHai,operation research,Clear,2009-04-22,2009-05-16,24,"ǩ֤ģʵvisaʾ16վclearˣϺemailֱ֪ͨӷems

vo:major?
me:operation research
vo:aspect of major?
me:~~~~~
vo:resume?i have to check you.
(ݲǵ,˼)
"
Nicolas,F1,New,ShangHai,EE,Clear,2009-04-22,2009-05-16,24,
taoqidemao,F1,New,ShenYang,physics,Clear,2009-04-22,2009-06-02,41,
Q,F1,Renewal,BeiJing,Physics,Pending,2009-04-23,,3622,"ued when interview, called to check the next day."
royluo,H1,Renewal,BeiJing,Biology,Clear,2009-04-23,2009-06-04,42,
FrozenForest,F1,New,BeiJing,EE,Clear,2009-04-23,2009-05-30,37,
sailingheart,F1,New,GuangZhou,ME,Clear,2009-04-23,2009-06-02,40,
polysbs,J1,New,BeiJing,biochemistry polymer,Clear,2009-04-23,2009-05-29,36,n is clear
wuxiaomei,J1,New,BeiJing,Bioinformatics,Clear,2009-04-23,2009-05-18,25,
ottawa,H1,Renewal,Ottawa,EE,Clear,2009-04-23,2009-06-04,42,
zfaa,F1,New,BeiJing,ME,Clear,2009-04-23,2009-05-18,25,
lukeliuhang,F1,New,ChengDu,MIS,Clear,2009-04-23,2009-06-02,40,
Montrealcheckee,H1,New,Montreal ,Materials Science and Eng,Clear,2009-04-23,2009-06-03,41,"days for waiting

Good Luck to all"
janeforever,F1,New,BeiJing,physics,Clear,2009-04-23,2009-06-05,43,
snowinsummer,F1,New,BeiJing,Industrial engineering,Clear,2009-04-23,2009-07-31,99,
max,F1,New,BeiJing,Mathematics,Clear,2009-04-23,2009-06-03,41,
thanksforhelp,H1,New,BeiJing,molecular biology,Clear,2009-04-24,2009-06-03,40,
mac424,H1,Renewal,ShenYang,Pharm,Clear,2009-04-24,2009-06-04,41,
derecnal,H1,New,Europe,physics,Pending,2009-04-24,,3621,
hage,B1,New,BeiJing,N/A,Clear,2009-04-26,2009-06-02,37,
crane_jh,F1,New,Others,Biology,Clear,2009-04-27,2009-05-20,23,g Kong
Andy,F1,New,ShangHai,Neuroscience,Clear,2009-04-27,2009-06-04,38,
xiaobaizhu,F2,New,GuangZhou,Telecommunication Enginee,Clear,2009-04-27,2009-06-02,36,
201power,F1,New,BeiJing,Computer Engineering,Clear,2009-04-27,2009-05-13,16,
flyback,H1,New,ShangHai,ME,Clear,2009-04-27,2009-06-08,42,
ginobilisz,F1,New,BeiJing,MSE,Clear,2009-04-27,2009-06-24,58,
rna,H1,New,BeiJing,Bioinformatics,Clear,2009-04-27,2009-06-02,36,
wangyuhao,F1,New,ShenYang,Optics,Clear,2009-04-27,2009-05-13,16,
weiwei,B2,New,BeiJing,Aerospace,Clear,2009-04-27,2009-06-09,43,
yejinwei,F1,New,BeiJing,CS,Clear,2009-04-27,2009-05-29,32,
Dreamstring,F1,New,BeiJing,EE,Clear,2009-04-28,2009-06-01,34,
fitzgerald,F1,New,BeiJing,ME,Clear,2009-04-28,2009-07-29,92,
Jessontian,F1,New,BeiJing,Plant Pathology,Clear,2009-04-28,2009-06-01,34,
UD2009,F1,New,ShangHai,Chemical Engineering,Clear,2009-04-28,2009-05-05,7,
lisa,F1,New,ShenYang,chemical engineering,Clear,2009-04-28,2009-05-12,14,
11,F1,New,BeiJing,ME,Clear,2009-04-28,2009-06-02,35,
oxygensnow,F1,New,BeiJing,ME,Clear,2009-04-28,2009-06-02,35,
fenglin,H1,New,ShangHai,biology,Clear,2009-04-28,2009-06-02,35,
chnet,F1,New,ShangHai,computer engineering,Clear,2009-04-28,2009-06-08,41,
sunnyfish,J1,New,ShangHai,engineering,Clear,2009-04-28,2009-06-02,35,
lee,F1,New,BeiJing,ME,Clear,2009-04-28,2009-07-30,93,
zhaochao0311,F1,New,ShangHai,CHE,Clear,2009-04-28,2009-07-01,64,
firstcl,F1,New,BeiJing,ME,Clear,2009-04-28,2009-07-30,93,bmitted supplemental materials regarding the research experience on May 19th
wrshwrsh,F1,New,BeiJing,EE,Clear,2009-04-28,2009-07-30,93,
lklk1986fa,F1,New,ShenYang,Computer Science,Clear,2009-04-29,2009-05-14,15,soon!!
theronless,F1,New,ShangHai,chemistry,Clear,2009-04-29,2009-05-30,31,
Leon,F1,Renewal,BeiJing,Physics,Clear,2009-04-29,2009-06-02,34,
rakon,L1,Renewal,GuangZhou,EE,Clear,2009-04-29,2009-05-28,29,
shawn,F1,New,ShangHai,Naval Architecture &amp; Mari,Clear,2009-04-30,2009-07-31,92,
skagen,B1,New,Others,Bioinformatics,Clear,2009-04-30,2009-06-02,33,"vious check on H4: 2008/11/03, cleared: 2009/01/22"
toqhdx,F1,New,GuangZhou,EE,Clear,2009-04-30,2009-05-05,5,
adazz,F1,New,GuangZhou,EE,Clear,2009-04-30,2009-06-09,40,"&amp; F2 phd

no email no phone notice, receive EMS in 2009-6-10

clearance 6/2, issue 6/7"
iloveuzhaofei,F1,New,BeiJing,Toxicology,Clear,2009-04-30,2009-06-02,33,
cutlass,F1,New,BeiJing,EE,Clear,2009-04-30,2009-06-02,33,
kuaduer,F1,New,Ottawa,CS,Clear,2009-05-04,2009-06-04,31,
tytjackie,F1,New,ShangHai,Chemistry,Clear,2009-05-04,2009-06-11,38,
melonxu,F1,New,ShangHai,C.S.,Clear,2009-05-04,2009-06-03,30,"school advisor provided
"
Puramo,F1,New,ShangHai,Physics,Clear,2009-05-04,2009-06-03,30,p://bbs.taisha.org/thread-1227460-1-1.html
stanleyli,F1,New,ChengDu,EE,Clear,2009-05-04,2009-06-09,36,
Johnson SU,H1,New,ShangHai,N/A,Clear,2009-05-04,2009-06-12,39,e
baiaimao,F1,New,ShenYang,ME,Clear,2009-05-04,2009-06-03,30,
603cq,F1,New,ChengDu,Bio,Clear,2009-05-04,2009-06-05,32,
sunviva,F1,New,ShangHai,physics,Clear,2009-05-04,2009-06-03,30," an update on the EMS website this morning(June 4). Visa received in the afternoon.
Clearance received on June 2, Issued June 3. 

I suggest everyone checked in SH check out the EMS website"
tony,F1,New,ShangHai,MSE,Clear,2009-05-04,2009-06-02,29,
xiongy,F1,Renewal,BeiJing,Org Chemistry,Clear,2009-05-04,2009-06-09,36,
carbondioxide,F1,New,ShangHai,Biomedical Sicences,Clear,2009-05-04,2009-06-02,29,
Connie,F1,New,GuangZhou,cellular biology,Clear,2009-05-04,2009-06-08,35,
Marty,F1,Renewal,BeiJing,ME,Clear,2009-05-04,2009-06-02,29,
weibluce,F1,New,BeiJing,biomedical science,Clear,2009-05-04,2009-06-02,29,
Foeme,F1,Renewal,Others,Physics,Clear,2009-05-04,2009-06-04,31,"tus F-1 OPT. Submitted in Calgary, Canada. "
miki,F1,New,ShangHai,Aerospace Engineering,Clear,2009-05-04,2009-06-03,30,"ue on 03 JUN 2009, no email no phone, received VISA on morning of 04 JUN 2009. Wish you all very best! :)"
visaSupe,F1,New,ChengDu,ECE,Clear,2009-05-04,2009-06-08,35,
liq836,H1,New,Ottawa,Neuroscience,Clear,2009-05-04,2009-06-04,31,
oriency,F1,New,BeiJing,EE,Clear,2009-05-04,2009-06-03,30,
dd,F1,Renewal,ShangHai,EE,Clear,2009-05-04,2009-06-04,31,
b6122,F1,New,ChengDu,Chemistry,Clear,2009-05-05,2009-05-30,25,"v,оƻ,ʦcv,vo˵3-4,д8
63õǩ֤"
yeckfam,F1,New,ChengDu,EE,Clear,2009-05-05,2009-06-03,29,
dennis,F1,New,BeiJing,Physics,Clear,2009-05-05,2009-06-12,38,գI-20˻Ҫ6-8ܡ
kekokele,J1,New,BeiJing,Physics,Clear,2009-05-05,2009-06-05,31,
yymusa,J1,New,BeiJing,ME,Clear,2009-05-05,2009-06-01,27, źͺͬʱJ2ȱȥ˵ҪcheckȻͬʱϡĩˣǣֻҪҵû⣬OK.
owen8863,F1,New,ChengDu,EE,Clear,2009-05-05,2009-06-03,29,
yangbin,J1,New,ShangHai,chemistry,Clear,2009-05-05,2009-06-12,38,
125/031/V7,J1,New,BeiJing,Chemistry &amp; Biology,Clear,2009-05-05,2009-08-19,106,
lll,F1,New,ShangHai,Physics,Clear,2009-05-06,2009-06-03,28,
guanxuey,F1,New,ShangHai,ECE,Clear,2009-05-06,2009-06-19,44,
pine1128,F1,New,ShangHai,Chem Eng,Clear,2009-05-06,2009-06-03,28,
Daniel,F1,New,ShangHai,EE,Clear,2009-05-06,2009-06-04,29,
flydom,F1,New,BeiJing,EE,Clear,2009-05-06,2009-06-02,27,ڣԤҪˡ ϣҶܾclear 
dongdong,J1,New,GuangZhou,ME,Pending,2009-05-06,,3609,
eoptics,F1,New,ShangHai,Electro-Optics,Clear,2009-05-06,2009-06-04,29,
skyy120,F1,New,BeiJing,Biology,Clear,2009-05-06,2009-06-02,27,
iDC,F1,New,BeiJing,N/A,Clear,2009-05-06,2009-06-02,27,
mc87618,J1,New,ShangHai,CHEM,Clear,2009-05-06,2009-06-12,37,
hhhhhh,F1,New,ShangHai,physics,Clear,2009-05-07,2009-06-02,26,",clear,6-4յ. ܳ򻯵ıcheck͸˱޹أȶ׼ϣȻĵȴ(Ҫллcheckees)õաϺƺֱӰѻռĹ֪ͨģġףλcheckeeclear"
ldqr,F1,New,ChengDu,ME,Clear,2009-05-07,2009-06-02,26,
ĵ,F1,New,ChengDu,ME,Clear,2009-05-07,2009-06-03,27,
jacksonlx,F1,New,BeiJing,MSE,Clear,2009-05-07,2009-06-02,26,
ligy855,F1,New,GuangZhou,Genetics &amp; Genomics,Clear,2009-05-07,2009-06-01,25,
Jehovah,F1,New,ChengDu,Chemical Engineering,Clear,2009-05-07,2009-06-02,26,
tsigalko,H1,New,BeiJing,chemical eng,Clear,2009-05-07,2009-06-02,26, H1b 
zhangqi,F1,New,ShangHai,EE,Clear,2009-05-07,2009-06-16,40,
Joy,F1,New,ShangHai,ME,Clear,2009-05-07,2009-06-02,26,
cc,F1,Renewal,BeiJing,ME,Clear,2009-05-07,2009-06-02,26,
smartcrane,J1,New,Europe,Theoretical Chemistry,Clear,2009-05-07,2009-07-13,67,
finyhel,F1,Renewal,ShangHai,Meteorology,Clear,2009-05-07,2009-06-02,26,
activeweaver,F1,New,ChengDu,Electrical Engineering,Clear,2009-05-07,2009-06-01,25,
Yang Yang,J2,New,ShenYang,chem,Clear,2009-05-07,2009-06-05,29,
squirrelzt,F1,Renewal,ShangHai,pharmaceutical science,Clear,2009-05-07,2009-06-02,26,
